IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.19.250.114,4,4,0.00,5.77,0.00,N/A
104.24.255.61,4,4,0.00,5.77,0.00,N/A
104.19.117.139,4,4,0.00,5.77,0.00,N/A
104.25.242.60,4,4,0.00,5.78,0.00,N/A
104.17.165.198,4,4,0.00,5.78,0.00,N/A
104.18.9.222,4,4,0.00,5.78,0.00,N/A
104.19.214.201,4,4,0.00,5.78,0.00,N/A
104.21.120.134,4,4,0.00,5.78,0.00,N/A
104.25.65.161,4,4,0.00,5.78,0.00,N/A
104.17.141.28,4,4,0.00,5.79,0.00,N/A
104.21.40.82,4,4,0.00,5.79,0.00,N/A
104.19.198.167,4,4,0.00,5.79,0.00,N/A
104.21.93.249,4,4,0.00,5.79,0.00,N/A
104.17.148.88,4,4,0.00,5.79,0.00,N/A
104.17.58.30,4,4,0.00,5.79,0.00,N/A
104.17.191.79,4,4,0.00,5.80,0.00,N/A
104.19.244.126,4,4,0.00,5.80,0.00,N/A
104.24.33.142,4,4,0.00,5.81,0.00,N/A
104.25.45.174,4,4,0.00,5.81,0.00,N/A
104.17.108.149,4,4,0.00,5.81,0.00,N/A
104.25.57.5,4,4,0.00,5.81,0.00,N/A
104.18.142.112,4,4,0.00,5.81,0.00,N/A
104.17.164.215,4,4,0.00,5.82,0.00,N/A
104.17.77.139,4,4,0.00,5.82,0.00,N/A
104.17.78.231,4,4,0.00,5.82,0.00,N/A
104.17.211.35,4,4,0.00,5.82,0.00,N/A
104.17.124.243,4,4,0.00,5.83,0.00,N/A
104.27.43.80,4,4,0.00,5.83,0.00,N/A
104.17.35.173,4,4,0.00,5.84,0.00,N/A
104.18.47.149,4,4,0.00,5.84,0.00,N/A
104.17.200.148,4,4,0.00,5.84,0.00,N/A
104.17.127.20,4,4,0.00,5.84,0.00,N/A
104.17.55.241,4,4,0.00,5.84,0.00,N/A
104.17.135.220,4,4,0.00,5.84,0.00,N/A
104.17.62.156,4,4,0.00,5.85,0.00,N/A
104.19.207.187,4,4,0.00,5.86,0.00,N/A
104.24.149.243,4,4,0.00,5.86,0.00,N/A
104.21.77.148,4,4,0.00,5.88,0.00,N/A
104.17.252.223,4,4,0.00,5.88,0.00,N/A
104.25.67.82,4,4,0.00,5.89,0.00,N/A
162.159.232.41,4,4,0.00,5.90,0.00,N/A
104.17.193.112,4,4,0.00,5.90,0.00,N/A
104.25.60.182,4,4,0.00,5.91,0.00,N/A
104.16.166.238,4,4,0.00,5.91,0.00,N/A
104.24.239.152,4,4,0.00,5.91,0.00,N/A
104.18.196.136,4,4,0.00,5.91,0.00,N/A
104.18.176.191,4,4,0.00,5.92,0.00,N/A
172.67.142.49,4,4,0.00,5.93,0.00,N/A
172.65.102.21,4,4,0.00,5.93,0.00,N/A
104.17.195.175,4,4,0.00,5.94,0.00,N/A
104.24.211.143,4,4,0.00,5.94,0.00,N/A
104.17.120.34,4,4,0.00,5.95,0.00,N/A
104.16.194.91,4,4,0.00,5.95,0.00,N/A
104.17.137.83,4,4,0.00,5.96,0.00,N/A
104.25.24.235,4,4,0.00,5.96,0.00,N/A
104.25.20.28,4,4,0.00,5.96,0.00,N/A
162.159.36.47,4,4,0.00,5.96,0.00,N/A
104.25.73.65,4,4,0.00,5.97,0.00,N/A
104.19.0.207,4,4,0.00,5.97,0.00,N/A
104.25.66.88,4,4,0.00,5.98,0.00,N/A
104.19.221.216,4,4,0.00,5.98,0.00,N/A
104.19.202.41,4,4,0.00,5.98,0.00,N/A
104.25.32.83,4,4,0.00,5.99,0.00,N/A
104.17.119.53,4,4,0.00,5.99,0.00,N/A
104.18.3.148,4,4,0.00,5.99,0.00,N/A
104.17.109.143,4,4,0.00,5.99,0.00,N/A
104.25.47.29,4,4,0.00,5.99,0.00,N/A
104.25.64.55,4,4,0.00,5.99,0.00,N/A
104.17.99.141,4,4,0.00,6.00,0.00,N/A
104.17.84.238,4,4,0.00,6.00,0.00,N/A
172.66.160.24,4,4,0.00,6.01,0.00,N/A
104.17.121.76,4,4,0.00,6.02,0.00,N/A
104.25.178.43,4,4,0.00,6.03,0.00,N/A
104.24.251.39,4,4,0.00,6.03,0.00,N/A
104.25.82.166,4,4,0.00,6.04,0.00,N/A
104.17.126.199,4,4,0.00,6.06,0.00,N/A
104.25.72.245,4,4,0.00,6.06,0.00,N/A
104.25.0.198,4,4,0.00,6.06,0.00,N/A
104.25.87.176,4,4,0.00,6.07,0.00,N/A
104.17.194.185,4,4,0.00,6.07,0.00,N/A
104.25.97.253,4,4,0.00,6.08,0.00,N/A
104.24.238.62,4,4,0.00,6.08,0.00,N/A
104.25.79.44,4,4,0.00,6.09,0.00,N/A
104.24.146.178,4,4,0.00,6.10,0.00,N/A
104.24.188.15,4,4,0.00,6.10,0.00,N/A
104.17.101.99,4,4,0.00,6.11,0.00,N/A
104.25.86.248,4,4,0.00,6.11,0.00,N/A
104.25.96.159,4,4,0.00,6.12,0.00,N/A
104.25.94.36,4,4,0.00,6.12,0.00,N/A
104.24.197.67,4,4,0.00,6.13,0.00,N/A
104.17.98.218,4,4,0.00,6.13,0.00,N/A
172.67.153.6,4,4,0.00,6.13,0.00,N/A
104.25.69.4,4,4,0.00,6.14,0.00,N/A
104.24.40.148,4,4,0.00,6.14,0.00,N/A
104.25.17.115,4,4,0.00,6.14,0.00,N/A
172.67.65.27,4,4,0.00,6.15,0.00,N/A
172.66.145.226,4,4,0.00,6.15,0.00,N/A
172.66.46.184,4,4,0.00,6.17,0.00,N/A
172.66.47.153,4,4,0.00,6.18,0.00,N/A
104.20.61.162,4,4,0.00,6.18,0.00,N/A
104.17.100.216,4,4,0.00,6.18,0.00,N/A
104.25.43.245,4,4,0.00,6.18,0.00,N/A
104.25.61.42,4,4,0.00,6.19,0.00,N/A
104.25.78.87,4,4,0.00,6.20,0.00,N/A
104.24.250.80,4,4,0.00,6.20,0.00,N/A
104.24.150.45,4,4,0.00,6.21,0.00,N/A
104.17.103.222,4,4,0.00,6.21,0.00,N/A
104.17.91.174,4,4,0.00,6.21,0.00,N/A
104.17.112.146,4,4,0.00,6.22,0.00,N/A
104.21.103.46,4,4,0.00,6.23,0.00,N/A
104.17.110.136,4,4,0.00,6.23,0.00,N/A
104.17.97.45,4,4,0.00,6.24,0.00,N/A
104.16.47.216,4,4,0.00,6.24,0.00,N/A
104.21.24.147,4,4,0.00,6.24,0.00,N/A
104.17.76.185,4,4,0.00,6.24,0.00,N/A
104.19.125.106,4,4,0.00,6.26,0.00,N/A
104.25.63.129,4,4,0.00,6.26,0.00,N/A
104.20.59.232,4,4,0.00,6.26,0.00,N/A
104.21.37.108,4,4,0.00,6.26,0.00,N/A
172.67.95.246,4,4,0.00,6.27,0.00,N/A
104.17.107.52,4,4,0.00,6.28,0.00,N/A
104.17.17.117,4,4,0.00,6.28,0.00,N/A
104.25.3.56,4,4,0.00,6.30,0.00,N/A
104.17.201.56,4,4,0.00,6.30,0.00,N/A
104.17.162.109,4,4,0.00,6.30,0.00,N/A
104.25.5.126,4,4,0.00,6.30,0.00,N/A
172.66.44.224,4,4,0.00,6.31,0.00,N/A
104.25.54.10,4,4,0.00,6.32,0.00,N/A
104.25.77.27,4,4,0.00,6.32,0.00,N/A
104.24.253.67,4,4,0.00,6.33,0.00,N/A
104.25.22.183,4,4,0.00,6.34,0.00,N/A
104.25.75.175,4,4,0.00,6.34,0.00,N/A
104.25.19.86,4,4,0.00,6.35,0.00,N/A
198.41.222.49,4,4,0.00,6.35,0.00,N/A
104.25.70.148,4,4,0.00,6.35,0.00,N/A
104.18.206.152,4,4,0.00,6.36,0.00,N/A
172.66.42.76,4,4,0.00,6.38,0.00,N/A
104.25.93.106,4,4,0.00,6.39,0.00,N/A
172.66.41.35,4,4,0.00,6.40,0.00,N/A
172.66.43.43,4,4,0.00,6.41,0.00,N/A
104.17.122.190,4,4,0.00,6.42,0.00,N/A
104.17.152.192,4,4,0.00,6.42,0.00,N/A
104.17.182.58,4,4,0.00,6.44,0.00,N/A
104.25.81.76,4,4,0.00,6.44,0.00,N/A
104.24.220.10,4,4,0.00,6.44,0.00,N/A
104.25.46.97,4,4,0.00,6.45,0.00,N/A
104.19.227.58,4,4,0.00,6.47,0.00,N/A
104.25.11.204,4,4,0.00,6.47,0.00,N/A
104.17.138.245,4,4,0.00,6.48,0.00,N/A
104.21.117.128,4,4,0.00,6.50,0.00,N/A
104.25.26.2,4,4,0.00,6.51,0.00,N/A
104.25.88.86,4,4,0.00,6.52,0.00,N/A
104.16.12.168,4,4,0.00,6.53,0.00,N/A
104.24.234.246,4,4,0.00,6.55,0.00,N/A
104.17.129.80,4,4,0.00,6.55,0.00,N/A
104.17.102.54,4,4,0.00,6.56,0.00,N/A
172.65.55.7,4,4,0.00,6.57,0.00,N/A
104.24.230.69,4,4,0.00,6.58,0.00,N/A
104.25.85.103,4,4,0.00,6.59,0.00,N/A
104.25.55.160,4,4,0.00,6.60,0.00,N/A
104.24.242.79,4,4,0.00,6.63,0.00,N/A
104.25.59.241,4,4,0.00,6.66,0.00,N/A
104.24.222.210,4,4,0.00,6.66,0.00,N/A
104.25.53.208,4,4,0.00,6.68,0.00,N/A
104.24.254.73,4,4,0.00,6.69,0.00,N/A
104.24.221.169,4,4,0.00,6.70,0.00,N/A
104.17.96.156,4,4,0.00,6.71,0.00,N/A
104.17.147.199,4,4,0.00,6.71,0.00,N/A
104.17.90.49,4,4,0.00,6.74,0.00,N/A
104.25.33.220,4,4,0.00,6.76,0.00,N/A
104.25.58.0,4,4,0.00,6.76,0.00,N/A
162.159.12.55,4,4,0.00,6.78,0.00,N/A
104.25.50.92,4,4,0.00,6.80,0.00,N/A
104.24.241.177,4,4,0.00,6.82,0.00,N/A
104.25.83.134,4,4,0.00,6.84,0.00,N/A
104.25.39.130,4,4,0.00,6.84,0.00,N/A
104.19.172.217,4,4,0.00,6.86,0.00,N/A
104.25.68.87,4,4,0.00,6.87,0.00,N/A
104.25.37.0,4,4,0.00,6.96,0.00,N/A
104.17.130.207,4,4,0.00,6.98,0.00,N/A
104.24.72.88,4,4,0.00,7.00,0.00,N/A
104.25.10.135,4,4,0.00,7.02,0.00,N/A
104.25.40.224,4,4,0.00,7.05,0.00,N/A
104.25.51.209,4,4,0.00,7.12,0.00,N/A
104.25.1.241,4,4,0.00,7.14,0.00,N/A
172.65.77.20,4,4,0.00,7.16,0.00,N/A
104.24.224.201,4,4,0.00,7.17,0.00,N/A
104.24.235.24,4,4,0.00,7.17,0.00,N/A
104.24.247.138,4,4,0.00,7.17,0.00,N/A
104.25.2.234,4,4,0.00,7.18,0.00,N/A
104.24.252.139,4,4,0.00,7.18,0.00,N/A
104.24.233.52,4,4,0.00,7.19,0.00,N/A
104.25.31.187,4,4,0.00,7.22,0.00,N/A
104.21.16.86,4,4,0.00,7.23,0.00,N/A
172.65.87.234,4,4,0.00,7.26,0.00,N/A
172.67.189.156,4,4,0.00,7.30,0.00,N/A
104.20.58.109,4,4,0.00,7.38,0.00,N/A
104.20.57.167,4,4,0.00,7.38,0.00,N/A
104.24.237.168,4,4,0.00,7.40,0.00,N/A
104.25.115.201,4,4,0.00,7.41,0.00,N/A
162.159.202.189,4,4,0.00,7.43,0.00,N/A
104.24.236.204,4,4,0.00,7.53,0.00,N/A
104.17.175.155,4,4,0.00,7.57,0.00,N/A
104.19.130.28,4,4,0.00,7.59,0.00,N/A
104.25.36.249,4,4,0.00,7.68,0.00,N/A
104.25.34.200,4,4,0.00,7.71,0.00,N/A
104.26.4.100,4,4,0.00,7.73,0.00,N/A
104.19.240.149,4,4,0.00,7.73,0.00,N/A
172.64.40.125,4,4,0.00,7.76,0.00,N/A
104.16.115.240,4,4,0.00,7.91,0.00,N/A
104.25.29.173,4,4,0.00,8.24,0.00,N/A
104.20.39.210,4,4,0.00,8.94,0.00,N/A
104.19.215.162,4,4,0.00,8.97,0.00,N/A
172.65.46.79,4,4,0.00,8.98,0.00,N/A
104.21.229.1,4,4,0.00,9.52,0.00,N/A
172.65.229.73,4,4,0.00,9.84,0.00,N/A
172.64.229.26,4,4,0.00,22.98,0.00,N/A
104.29.137.246,4,4,0.00,23.94,0.00,N/A
104.24.44.113,4,4,0.00,25.64,0.00,N/A
104.25.227.250,4,4,0.00,30.15,0.00,N/A
104.29.152.54,4,4,0.00,42.05,0.00,N/A
104.29.159.233,4,4,0.00,45.09,0.00,N/A
104.29.158.206,4,4,0.00,45.74,0.00,N/A
162.159.224.95,4,4,0.00,49.37,0.00,N/A
103.31.4.133,4,4,0.00,49.62,0.00,N/A
172.64.78.95,4,4,0.00,53.31,0.00,N/A
104.29.156.156,4,4,0.00,68.74,0.00,N/A
104.29.155.78,4,4,0.00,70.13,0.00,N/A
104.30.129.15,4,4,0.00,76.94,0.00,N/A
162.159.160.215,4,4,0.00,128.18,0.00,N/A
104.29.126.235,4,4,0.00,128.45,0.00,N/A
104.29.111.52,4,4,0.00,129.70,0.00,N/A
104.29.124.143,4,4,0.00,136.64,0.00,N/A
104.29.127.207,4,4,0.00,137.77,0.00,N/A
104.29.153.189,4,4,0.00,138.60,0.00,N/A
104.29.157.175,4,4,0.00,138.62,0.00,N/A
104.29.138.147,4,4,0.00,142.00,0.00,N/A
104.29.125.72,4,4,0.00,145.37,0.00,N/A
104.29.151.83,4,4,0.00,148.59,0.00,N/A
104.29.146.170,4,4,0.00,149.58,0.00,N/A
104.29.136.173,4,4,0.00,162.05,0.00,N/A
104.29.148.77,4,4,0.00,173.51,0.00,N/A
104.29.142.26,4,4,0.00,174.23,0.00,N/A
104.29.143.31,4,4,0.00,175.35,0.00,N/A
104.29.141.160,4,4,0.00,190.16,0.00,N/A
